time,open,high,low,close,tick_volume,spread,real_volume
2022-08-16 20:00:00,4306.7,4319.2,4304.9,4318.2,987,20,0
2022-08-16 21:00:00,4318.2,4325.4,4289.7,4299.4,2177,20,0
2022-08-16 22:00:00,4299.2,4312.4,4291.9,4304.9,2499,20,0
2022-08-16 23:00:00,4304.8,4308.3,4300.0,4308.0,274,50,0
2022-08-17 01:00:00,4306.3,4306.3,4302.4,4302.9,475,50,0
2022-08-17 02:00:00,4303.0,4305.5,4300.5,4304.3,363,50,0
2022-08-17 03:00:00,4304.0,4309.3,4302.0,4305.0,993,50,0
2022-08-17 04:00:00,4304.9,4305.0,4301.0,4304.5,1006,50,0
2022-08-17 05:00:00,4304.5,4306.0,4302.3,4303.5,896,50,0
2022-08-17 06:00:00,4303.7,4304.5,4302.5,4304.3,468,50,0
2022-08-17 07:00:00,4304.3,4308.0,4304.3,4307.5,284,50,0
2022-08-17 08:00:00,4307.5,4311.8,4306.5,4311.0,675,50,0
2022-08-17 09:00:00,4311.0,4311.0,4301.0,4301.5,846,50,0
2022-08-17 10:00:00,4301.8,4302.5,4294.0,4294.3,1497,50,0
2022-08-17 11:00:00,4294.0,4295.5,4287.0,4287.8,1199,50,0
2022-08-17 12:00:00,4287.5,4290.5,4280.3,4282.3,1015,50,0
2022-08-17 13:00:00,4282.2,4282.5,4272.5,4276.0,1323,50,0
2022-08-17 14:00:00,4276.5,4277.5,4266.5,4270.0,1517,50,0
2022-08-17 15:00:00,4270.3,4273.8,4263.0,4266.3,2087,50,0
2022-08-17 16:00:00,4266.0,4280.9,4263.5,4276.7,3190,20,0
2022-08-17 17:00:00,4276.7,4282.7,4261.0,4262.5,3087,20,0
2022-08-17 18:00:00,4262.2,4272.2,4252.7,4256.2,2468,20,0
2022-08-17 19:00:00,4256.7,4275.4,4256.0,4272.2,1789,20,0
2022-08-17 20:00:00,4272.2,4278.4,4267.7,4273.9,1779,20,0
2022-08-17 21:00:00,4273.4,4302.4,4271.2,4284.7,4594,20,0
2022-08-17 22:00:00,4284.7,4292.7,4268.9,4273.9,3166,20,0
2022-08-17 23:00:00,4274.0,4278.5,4273.5,4278.0,368,50,0
2022-08-18 01:00:00,4274.1,4274.7,4268.1,4269.1,392,50,0
2022-08-18 02:00:00,4268.8,4269.1,4264.1,4266.1,753,50,0
2022-08-18 03:00:00,4266.1,4266.6,4261.6,4265.6,928,50,0
2022-08-18 04:00:00,4265.3,4271.8,4264.9,4267.1,943,50,0
2022-08-18 05:00:00,4267.1,4271.8,4266.6,4269.8,808,50,0
2022-08-18 06:00:00,4270.1,4272.1,4267.8,4269.4,482,50,0
2022-08-18 07:00:00,4269.3,4271.3,4266.1,4266.3,265,50,0
2022-08-18 08:00:00,4266.1,4270.6,4262.8,4262.8,579,50,0
2022-08-18 09:00:00,4263.1,4266.6,4255.3,4256.3,1177,50,0
2022-08-18 10:00:00,4256.8,4264.3,4255.1,4262.1,2337,50,0
2022-08-18 11:00:00,4262.1,4270.6,4259.6,4270.3,1463,50,0
2022-08-18 12:00:00,4270.3,4279.6,4269.6,4278.8,1204,50,0
2022-08-18 13:00:00,4278.8,4284.3,4276.1,4277.1,1261,50,0
2022-08-18 14:00:00,4277.1,4283.1,4275.1,4282.8,962,50,0
2022-08-18 15:00:00,4282.7,4289.3,4275.1,4280.8,1790,50,0
2022-08-18 16:00:00,4281.1,4281.6,4264.2,4266.1,2938,20,0
2022-08-18 17:00:00,4266.1,4280.5,4261.0,4274.2,2916,20,0
2022-08-18 18:00:00,4274.7,4288.2,4268.5,4283.5,2298,20,0
2022-08-18 19:00:00,4284.0,4286.0,4265.7,4270.7,2097,20,0
2022-08-18 20:00:00,4270.5,4280.7,4268.7,4276.7,1951,20,0
2022-08-18 21:00:00,4276.7,4285.5,4274.5,4283.5,1595,20,0
2022-08-18 22:00:00,4283.5,4292.7,4280.0,4285.5,1872,20,0
2022-08-18 23:00:00,4285.9,4287.1,4281.8,4285.6,396,50,0
2022-08-19 01:00:00,4284.2,4285.0,4282.2,4282.7,280,50,0
2022-08-19 02:00:00,4282.7,4283.4,4280.9,4283.4,189,50,0
2022-08-19 03:00:00,4283.4,4284.9,4276.2,4277.7,689,50,0
2022-08-19 04:00:00,4277.7,4279.7,4273.9,4278.2,807,50,0
2022-08-19 05:00:00,4278.4,4281.9,4276.7,4281.9,566,50,0
2022-08-19 06:00:00,4281.9,4282.4,4275.9,4275.9,407,50,0
2022-08-19 07:00:00,4276.2,4276.9,4274.2,4274.7,269,50,0
2022-08-19 08:00:00,4274.9,4275.2,4269.4,4273.4,499,50,0
2022-08-19 09:00:00,4273.2,4273.2,4258.2,4259.4,1243,50,0
2022-08-19 10:00:00,4259.2,4266.2,4257.4,4263.0,1867,50,0
2022-08-19 11:00:00,4263.0,4265.7,4247.2,4251.7,1624,50,0
2022-08-19 12:00:00,4251.7,4256.4,4249.2,4249.9,1501,50,0
2022-08-19 13:00:00,4249.7,4251.7,4238.2,4241.2,1434,50,0
2022-08-19 14:00:00,4241.7,4246.7,4238.9,4246.7,1190,50,0
2022-08-19 15:00:00,4246.7,4250.2,4240.3,4246.9,1368,50,0
2022-08-19 16:00:00,4246.9,4258.6,4233.8,4237.3,2750,20,0
2022-08-19 17:00:00,4236.8,4241.5,4230.5,4231.0,2862,20,0
2022-08-19 18:00:00,4231.0,4237.0,4223.2,4231.2,1983,20,0
2022-08-19 19:00:00,4231.0,4243.2,4227.7,4239.2,1591,20,0
2022-08-19 20:00:00,4239.2,4242.7,4226.5,4234.7,1576,20,0
2022-08-19 21:00:00,4234.7,4235.7,4221.7,4224.2,1527,20,0
2022-08-19 22:00:00,4224.0,4234.4,4218.5,4227.9,1925,20,0
2022-08-19 23:00:00,4227.3,4229.0,4225.8,4226.0,321,50,0
2022-08-22 01:00:00,4213.6,4216.8,4210.8,4214.6,1085,50,0
2022-08-22 02:00:00,4214.3,4215.8,4204.6,4206.8,864,50,0
2022-08-22 03:00:00,4207.1,4209.8,4203.8,4205.8,1151,50,0
2022-08-22 04:00:00,4205.6,4212.8,4205.1,4211.1,1122,50,0
2022-08-22 05:00:00,4211.3,4218.6,4210.8,4218.3,786,50,0
2022-08-22 06:00:00,4218.1,4218.5,4212.2,4213.1,366,50,0
2022-08-22 07:00:00,4212.8,4213.1,4208.3,4208.6,331,50,0
2022-08-22 08:00:00,4208.8,4211.6,4206.8,4207.3,542,50,0
2022-08-22 09:00:00,4207.6,4208.3,4200.3,4204.8,1368,50,0
2022-08-22 10:00:00,4204.6,4210.3,4184.3,4186.3,2691,50,0
2022-08-22 11:00:00,4186.8,4187.3,4175.8,4182.1,2018,50,0
2022-08-22 12:00:00,4182.1,4182.8,4173.1,4179.1,1383,50,0
2022-08-22 13:00:00,4179.1,4184.6,4178.3,4182.6,1256,50,0
2022-08-22 14:00:00,4182.6,4186.1,4178.3,4182.3,1057,50,0
2022-08-22 15:00:00,4182.1,4182.2,4176.3,4176.3,1302,50,0
2022-08-22 16:00:00,4176.6,4179.6,4161.7,4167.7,2828,20,0
2022-08-22 17:00:00,4167.5,4168.1,4149.1,4149.1,2866,20,0
2022-08-22 18:00:00,4149.4,4162.9,4148.9,4160.1,2152,20,0
2022-08-22 19:00:00,4160.4,4163.1,4152.7,4157.4,1776,20,0
