entry_time,entry,sl,tp,lotes,capital_before,exit_time,exit_price,exit_reason,pnl,capital_after,bars_held
2025-07-28 11:00:00,6410.8,6400.52501732331,6424.499976902253,0.1,11137.607384192575,2025-07-28 13:00:00,6400.52501732331,sl,-103.24982676690342,11034.357557425672,2.0
2025-07-28 14:00:00,6402.3,6392.365930415202,6415.545426113065,0.11,11034.357557425672,2025-07-28 16:00:00,6392.365930415202,sl,-109.82476543278499,10924.532791992888,2.0
2025-08-14 11:00:00,6463.8,6452.968857758239,6478.241522989016,0.1,10924.532791992888,2025-08-14 15:00:00,6452.968857758239,sl,-108.81142241760972,10815.721369575278,4.0
2025-08-14 16:00:00,6458.5,6443.361522828341,6478.684636228879,0.07,10815.721369575278,2025-08-15 01:00:00,6470.3,time_exit,82.2500000000013,10897.97136957528,8.0
2025-08-25 09:00:00,6457.9,6441.881438636167,6479.258081818442,0.06,10897.97136957528,2025-08-25 17:00:00,6457.3,time_exit,-3.8999999999967256,10894.071369575284,8.0
2025-08-26 13:00:00,6436.5,6423.252979788532,6454.162693615291,0.08,10894.071369575284,2025-08-26 21:00:00,6452.7,time_exit,129.19999999999854,11023.271369575283,8.0
2025-09-05 14:00:00,6508.0,6497.054269240118,6522.594307679842,0.1,11023.271369575283,2025-09-05 15:00:00,6497.054269240118,sl,-109.95730759882282,10913.31406197646,1.0
2025-09-08 09:00:00,6491.5,6474.599321630764,6514.034237825647,0.06,10913.31406197646,2025-09-08 17:00:00,6504.5,time_exit,77.7,10991.01406197646,8.0
2025-09-12 10:00:00,6580.8,6570.931934550008,6593.957420599989,0.11,10991.01406197646,2025-09-12 17:00:00,6593.957420599989,tp,144.1816265998752,11135.195688576336,7.0
2025-09-16 09:00:00,6622.3,6612.894201952479,6634.841064063362,0.11,11135.195688576336,2025-09-16 11:00:00,6634.841064063362,tp,137.4017046969795,11272.597393273316,2.0
2025-09-16 14:00:00,6628.1,6619.240910456844,6639.912119390875,0.12,11272.597393273316,2025-09-16 16:00:00,6619.240910456844,sl,-106.90907451787425,11165.688318755441,2.0
2025-09-17 15:00:00,6607.9,6598.298934437997,6620.701420749337,0.11,11165.688318755441,2025-09-17 18:00:00,6598.298934437997,sl,-106.16172118203285,11059.52659757341,3.0
2025-09-23 10:00:00,6693.2,6682.98903822036,6706.8146157061865,0.1,11059.52659757341,2025-09-23 18:00:00,6682.98903822036,sl,-102.60961779639547,10956.916979777014,8.0
2025-09-24 09:00:00,6670.0,6659.493867107472,6684.008177190037,0.1,10956.916979777014,2025-09-24 16:00:00,6659.493867107472,sl,-105.56132892527604,10851.355650851738,7.0
2025-09-29 16:00:00,6672.1,6656.204796886584,6693.293604151223,0.06,10851.355650851738,2025-09-29 18:00:00,6656.204796886584,sl,-95.67121868050052,10755.684432171238,2.0
2025-09-30 09:00:00,6653.1,6639.739811974243,6670.913584034343,0.08,10755.684432171238,2025-09-30 17:00:00,6657.4,time_exit,33.99999999999418,10789.684432171232,8.0
2025-10-21 10:00:00,6730.3,6714.906288141805,6750.82494914426,0.07,10789.684432171232,2025-10-21 18:00:00,6745.0,time_exit,102.54999999999873,10892.234432171232,8.0
2025-10-29 11:00:00,6905.7,6893.947291636457,6921.370277818057,0.09,10892.234432171232,2025-10-29 19:00:00,6908.2,time_exit,22.049999999999997,10914.284432171231,8.0
2025-10-30 14:00:00,6891.3,6864.993114945728,6926.37584673903,0.04,10914.284432171231,2025-10-30 15:00:00,6864.993114945728,sl,-105.42754021708897,10808.856891954141,1.0
2025-10-31 14:00:00,6877.3,6855.73372912921,6906.055027827721,0.05,10808.856891954141,2025-10-31 16:00:00,6855.73372912921,sl,-108.08135435395252,10700.775537600188,2.0
2025-11-11 13:00:00,6821.7,6805.701218400525,6843.031708799299,0.06,10700.775537600188,2025-11-11 20:00:00,6843.031708799299,tp,127.69025279579472,10828.465790395983,7.0
2025-11-12 13:00:00,6862.2,6846.960605099384,6882.51919320082,0.07,10828.465790395983,2025-11-12 17:00:00,6846.960605099384,sl,-107.02576430430835,10721.440026091675,4.0
2025-11-27 10:00:00,6812.4,6797.882543868401,6831.756608175465,0.07,10721.440026091675,2025-11-27 18:00:00,6812.1,time_exit,-2.449999999994907,10718.99002609168,8.0
2025-12-15 12:00:00,6861.1,6842.018502481828,6886.541996690897,0.05,10718.99002609168,2025-12-15 16:00:00,6842.018502481828,sl,-95.65748759086,10623.332538500821,4.0
2025-12-23 10:00:00,6876.7,6866.717713370691,6890.009715505745,0.1,10623.332538500821,2025-12-23 15:00:00,6866.717713370691,sl,-100.32286629308874,10523.009672207732,5.0
2025-12-26 13:00:00,6928.3,6921.011802206431,6938.017597058093,0.14,10523.009672207732,2025-12-26 16:00:00,6938.017597058093,tp,135.3463588133007,10658.356031021032,3.0
2026-01-06 09:00:00,6911.7,6899.153073375966,6928.429235498711,0.08,10658.356031021032,2026-01-06 10:00:00,6899.153073375966,sl,-100.77541299226722,10557.580618028765,1.0
2026-04-15 12:00:00,6962.9,6947.950846983139,6982.83220402248,0.07,10557.580618028765,2026-04-15 16:00:00,6982.83220402248,tp,139.17542815736437,10696.75604618613,4.0
2026-04-16 16:00:00,7019.7,7004.168622563749,7040.4085032483345,0.06,10696.75604618613,2026-04-16 18:00:00,7040.4085032483345,tp,123.95101949000781,10820.707065676139,2.0
2026-04-20 09:00:00,7087.8,7065.509822701942,7117.520236397411,0.04,10820.707065676139,2026-04-20 16:00:00,7117.520236397411,tp,118.6809455896444,10939.388011265783,7.0
2026-04-22 09:00:00,7109.0,7085.994635503004,7139.673819329329,0.04,10939.388011265783,2026-04-22 17:00:00,7124.0,time_exit,59.8,10999.188011265782,8.0
2026-04-23 13:00:00,7107.7,7086.364655489501,7136.147126013998,0.05,10999.188011265782,2026-04-23 16:00:00,7136.147126013998,tp,141.9856300699903,11141.173641335772,3.0
2026-04-24 13:00:00,7119.1,7095.851414854713,7150.09811352705,0.04,11141.173641335772,2026-04-24 14:00:00,7150.09811352705,tp,123.79245410820003,11264.966095443971,1.0
2026-04-24 15:00:00,7130.6,7104.250199543094,7165.733067275875,0.04,11264.966095443971,2026-04-24 20:00:00,7165.733067275875,tp,140.33226910349987,11405.29836454747,5.0
2026-04-30 13:00:00,7151.0,7122.5606986695475,7188.919068440603,0.04,11405.29836454747,2026-04-30 20:00:00,7188.919068440603,tp,151.47627376241218,11556.774638309882,7.0
2026-05-01 10:00:00,7219.7,7199.201358221786,7247.031522370951,0.05,11556.774638309882,2026-05-01 16:00:00,7247.031522370951,tp,136.4076118547573,11693.182250164638,6.0
2026-05-04 16:00:00,7230.8,7207.62244551236,7261.7034059835205,0.05,11693.182250164638,2026-05-04 18:00:00,7207.62244551236,sl,-116.13777243820006,11577.044477726438,2.0
2026-05-22 12:00:00,7466.6,7442.586347788335,7498.618202948887,0.04,11577.044477726438,2026-05-22 15:00:00,7485.9,close_final,76.99999999999709,11654.044477726435,
